HJD UT_Date Camera FWHM Limit mag mag_err flux(mJy) flux_err Filter
2458288.93579 2018-06-19.4373074 bk 1.49 16.205 13.700 0.022 12.026 0.240 g
2458288.93700 2018-06-19.4385206 bk 1.43 16.237 13.682 0.021 12.223 0.233 g
2458288.93823 2018-06-19.4397517 bk 1.50 16.197 13.677 0.022 12.283 0.242 g
2458290.92051 2018-06-21.4219447 bk 1.42 15.990 13.678 0.026 12.267 0.293 g
2458290.92174 2018-06-21.4231717 bk 1.43 15.918 13.738 0.030 11.606 0.312 g
2458290.92296 2018-06-21.4243890 bk 1.42 15.751 13.635 0.031 12.766 0.364 g
2458296.90704 2018-06-27.4081873 bk 1.47 15.873 13.668 0.029 12.383 0.326 g
2458296.90826 2018-06-27.4094141 bk 1.47 15.891 13.823 0.033 10.731 0.320 g
2458296.90948 2018-06-27.4106337 bk 1.41 15.820 13.723 0.032 11.770 0.342 g
2458299.89800 2018-06-30.3990144 bg 1.36 14.180 12.483 0.046 38.953 1.645 V
2458299.89929 2018-06-30.4002908 bg 1.53 13.774 12.265 0.056 47.644 2.399 V
2458299.90057 2018-06-30.4015755 bg 1.40 14.210 12.605 0.050 34.827 1.597 V
2458300.89332 2018-07-01.3942813 bg 2.06 14.953 12.062 0.016 57.420 0.829 V
2458300.89459 2018-07-01.3955493 bg 2.07 14.990 12.032 0.015 59.046 0.808 V
2458300.89587 2018-07-01.3968362 bg 2.07 14.782 12.042 0.018 58.446 0.963 V
2458303.90189 2018-07-04.4027016 bg 1.68 12.964 11.558 0.068 91.327 5.646 V
#2458303.90316 2018-07-04.4039767 bg 1.68 99.990 99.990 99.990 99.990 99.990 V
#2458303.90444 2018-07-04.4052517 bg 1.48 99.990 99.990 99.990 99.990 99.990 V
2458306.88756 2018-07-07.3882184 bg 1.50 15.009 11.775 0.011 74.783 0.779 V
2458306.88883 2018-07-07.3894873 bg 1.51 15.057 11.694 0.010 80.613 0.743 V
2458306.89010 2018-07-07.3907643 bg 1.51 15.019 11.941 0.013 64.167 0.769 V
2458309.89963 2018-07-10.4001410 bk 1.50 16.132 13.597 0.021 13.218 0.257 g
2458309.90085 2018-07-10.4013608 bk 1.53 16.197 13.575 0.020 13.487 0.242 g
2458309.90207 2018-07-10.4025775 bk 1.53 16.102 13.616 0.022 12.994 0.264 g
2458310.92464 2018-07-11.4250921 bk 1.46 16.106 13.569 0.021 13.566 0.263 g
2458310.92585 2018-07-11.4263071 bk 1.49 16.270 13.653 0.020 12.551 0.226 g
2458310.92706 2018-07-11.4275204 bk 1.47 16.146 13.666 0.022 12.407 0.253 g
2458312.86331 2018-07-13.3636687 bg 1.61 15.204 12.382 0.016 42.788 0.642 V
2458312.86459 2018-07-13.3649387 bg 1.72 15.092 12.167 0.015 52.136 0.716 V
2458312.86586 2018-07-13.3662157 bg 1.70 15.156 12.223 0.015 49.545 0.675 V
2458313.82790 2018-07-14.3282023 bk 1.43 16.153 13.598 0.021 13.210 0.252 g
2458313.82796 2018-07-14.3282650 bg 1.42 15.104 12.371 0.018 43.201 0.703 V
2458313.82911 2018-07-14.3294218 bk 1.48 16.098 13.576 0.022 13.479 0.265 g
2458313.82922 2018-07-14.329525 bg 1.44 15.095 12.457 0.019 39.946 0.709 V
2458313.83033 2018-07-14.3306402 bk 1.45 16.150 13.623 0.021 12.907 0.253 g
2458313.83048 2018-07-14.3307922 bg 1.44 15.186 12.486 0.018 38.885 0.652 V
2458313.91857 2018-07-14.4188777 bg 1.40 15.373 12.712 0.019 31.582 0.549 V
2458313.91983 2018-07-14.4201357 bg 1.38 15.349 12.708 0.019 31.692 0.561 V
2458313.92110 2018-07-14.4214032 bg 1.40 15.309 12.814 0.022 28.736 0.582 V
2458313.92517 2018-07-14.4254756 bg 1.43 15.303 12.545 0.017 36.782 0.584 V
2458313.92524 2018-07-14.4255451 bk 1.40 16.168 13.681 0.022 12.232 0.248 g
2458313.92644 2018-07-14.4267459 bg 1.39 15.303 12.653 0.019 33.310 0.584 V
2458313.92646 2018-07-14.4267563 bk 1.41 16.097 13.614 0.022 13.015 0.265 g
2458313.92768 2018-07-14.4279793 bk 1.44 16.153 13.685 0.023 12.186 0.252 g
2458313.92772 2018-07-14.4280237 bg 1.45 15.324 12.528 0.017 37.408 0.575 V
2458315.86767 2018-07-16.3678741 bk 1.45 14.014 13.466 0.133 14.917 1.818 g
2458315.86890 2018-07-16.3690979 bk 1.41 13.573 13.573 99.990 12.300 2.710 g
2458315.87011 2018-07-16.3703151 bk 1.48 14.193 13.355 0.103 16.522 1.551 g
#2458319.84388 2018-07-20.3438733 bg 1.80 99.990 99.990 99.990 99.990 99.990 V
#2458319.84515 2018-07-20.3451403 bg 2.03 99.990 99.990 99.990 99.990 99.990 V
2458319.84641 2018-07-20.3464070 bg 2.02 14.904 11.973 0.016 62.341 0.884 V
2458322.83736 2018-07-23.3372069 bg 1.47 14.293 12.365 0.038 43.467 1.493 V
2458322.83863 2018-07-23.3384714 bg 1.47 14.271 12.297 0.037 46.241 1.525 V
2458322.83990 2018-07-23.3397450 bg 1.47 14.032 12.330 0.046 44.885 1.881 V
2458323.83277 2018-07-24.3325583 bk 1.48 15.809 13.650 0.030 12.587 0.346 g
2458323.83398 2018-07-24.3337708 bk 1.46 15.966 13.663 0.026 12.437 0.299 g
2458323.83520 2018-07-24.3349900 bk 1.44 15.883 13.639 0.028 12.718 0.323 g
2458324.92986 2018-07-25.4296021 bk 1.46 16.081 13.625 0.023 12.880 0.269 g
2458324.93108 2018-07-25.4308145 bk 1.43 16.019 13.684 0.026 12.197 0.285 g
2458324.93230 2018-07-25.4320329 bk 1.43 16.014 13.590 0.024 13.301 0.287 g
2458325.82667 2018-07-26.3263575 bg 1.45 14.838 12.453 0.025 40.055 0.911 V
2458325.82920 2018-07-26.3288907 bg 1.41 14.929 12.436 0.023 40.684 0.846 V
2458328.82357 2018-07-29.3231019 bk 1.58 15.765 13.559 0.029 13.701 0.360 g
2458328.82478 2018-07-29.3243195 bk 1.68 15.855 13.560 0.027 13.680 0.332 g
2458328.82600 2018-07-29.3255356 bk 1.62 15.701 13.472 0.028 14.825 0.383 g
2458329.81673 2018-07-30.3162136 bg 1.55 14.964 12.523 0.024 37.586 0.812 V
2458329.81800 2018-07-30.3174832 bg 1.54 15.032 12.448 0.021 40.231 0.768 V
2458329.81926 2018-07-30.3187432 bg 1.53 15.115 12.508 0.021 38.066 0.711 V
2458330.92617 2018-07-31.4256031 bk 2.34 11.621 10.123 0.059 324.109 17.374 g
2458331.90069 2018-08-01.4000790 bk 1.55 16.025 13.536 0.022 13.984 0.283 g
2458331.90192 2018-08-01.4013008 bk 1.53 16.034 13.580 0.023 13.419 0.281 g
2458331.90314 2018-08-01.4025204 bk 1.52 15.918 13.491 0.024 14.588 0.313 g
2458332.85966 2018-08-02.3589909 bg 1.53 15.025 12.400 0.020 42.066 0.770 V
2458332.86093 2018-08-02.3602631 bg 1.57 15.024 12.415 0.021 41.472 0.775 V
2458332.86220 2018-08-02.3615332 bg 1.55 15.071 12.442 0.020 40.485 0.740 V
2458334.81198 2018-08-04.3112123 bg 1.46 15.092 12.449 0.019 40.197 0.715 V
2458334.81325 2018-08-04.3124768 bg 1.43 15.094 12.473 0.020 39.352 0.722 V
2458335.82531 2018-08-05.3244864 bk 1.45 16.100 13.550 0.021 13.807 0.265 g
2458335.82652 2018-08-05.3257061 bk 1.45 16.073 13.616 0.023 12.990 0.271 g
2458335.82774 2018-08-05.3269211 bk 1.47 16.111 13.616 0.022 12.998 0.262 g
2458336.88071 2018-08-06.3798432 bg 1.51 14.922 12.427 0.022 41.040 0.841 V
2458336.88198 2018-08-06.3811160 bg 1.49 15.044 12.400 0.019 42.037 0.751 V
2458336.88325 2018-08-06.3823797 bg 1.45 15.068 12.401 0.020 42.037 0.743 V
2458339.79457 2018-08-09.2935614 bg 1.71 15.039 12.282 0.017 46.861 0.747 V
2458339.79585 2018-08-09.2948380 bg 1.78 15.103 12.334 0.017 44.678 0.703 V
2458339.79712 2018-08-09.2961125 bg 1.75 15.121 12.285 0.016 46.729 0.694 V
2458340.88513 2018-08-10.3840596 bk 1.47 16.102 13.528 0.021 14.086 0.264 g
2458340.88635 2018-08-10.3852806 bk 1.44 16.068 13.523 0.021 14.153 0.272 g
2458340.88757 2018-08-10.3864979 bk 1.47 16.043 13.687 0.025 12.178 0.279 g
2458342.84784 2018-08-12.3466836 bk 1.50 16.189 13.657 0.021 12.514 0.244 g
2458342.84907 2018-08-12.3479046 bk 1.47 16.152 13.570 0.020 13.550 0.252 g
2458342.85028 2018-08-12.3491230 bk 1.49 16.064 13.598 0.023 13.216 0.273 g
2458343.88619 2018-08-13.3849821 bk 1.61 16.034 13.482 0.021 14.701 0.281 g
2458343.88862 2018-08-13.3874093 bk 1.68 15.981 13.447 0.021 15.188 0.295 g
#2458345.77482 2018-08-15.2735182 bg 1.39 99.990 99.990 99.990 99.990 99.990 V
#2458345.77609 2018-08-15.2747910 bg 1.43 99.990 99.990 99.990 99.990 99.990 V
2458346.77057 2018-08-16.2692231 bk 1.49 16.057 13.530 0.021 14.061 0.276 g
2458346.77179 2018-08-16.2704403 bk 1.50 16.065 13.638 0.024 12.730 0.274 g
2458346.77300 2018-08-16.2716576 bk 1.50 16.149 13.599 0.021 13.196 0.253 g
#2458349.66445 2018-08-19.1629761 bo 1.53 99.990 99.990 99.990 99.990 99.990 g
#2458349.66567 2018-08-19.1641903 bo 1.55 99.990 99.990 99.990 99.990 99.990 g
#2458349.66687 2018-08-19.1653916 bo 1.53 99.990 99.990 99.990 99.990 99.990 g
2458349.82092 2018-08-19.3194299 bk 2.48 15.154 13.089 0.033 21.094 0.633 g
2458349.82335 2018-08-19.3218692 bk 2.44 15.257 13.107 0.030 20.766 0.576 g
2458351.75772 2018-08-21.2561421 bg 1.43 14.950 12.520 0.023 37.655 0.811 V
2458351.75897 2018-08-21.2574038 bg 1.42 15.164 12.390 0.017 42.478 0.670 V
2458351.76026 2018-08-21.2586803 bg 1.42 15.067 12.518 0.021 37.740 0.729 V
2458351.93492 2018-08-21.4333436 bk 1.52 15.697 13.669 0.034 12.371 0.384 g
2458351.93614 2018-08-21.4345599 bk 1.61 15.454 13.679 0.043 12.255 0.479 g
2458352.75431 2018-08-22.2527027 bg 1.41 15.064 12.422 0.019 41.198 0.731 V
2458352.75559 2018-08-22.2539787 bg 1.42 15.040 12.468 0.021 39.509 0.747 V
2458352.75687 2018-08-22.2552537 bg 1.38 15.020 12.434 0.020 40.788 0.761 V
#2458352.90391 2018-08-22.4022938 bg 1.42 99.990 99.990 99.990 99.990 99.990 V
#2458352.90518 2018-08-22.4035615 bg 1.37 99.990 99.990 99.990 99.990 99.990 V
#2458352.90644 2018-08-22.4048245 bg 1.40 99.990 99.990 99.990 99.990 99.990 V
#2458353.75402 2018-08-23.2523648 bk 1.70 99.990 99.990 99.990 99.990 99.990 g
2458353.75523 2018-08-23.2535770 bk 1.38 13.243 12.336 0.096 42.227 3.686 g
#2458353.75645 2018-08-23.2547990 bk 1.85 99.990 99.990 99.990 99.990 99.990 g
#2458353.90427 2018-08-23.4026064 bg 1.56 99.990 99.990 99.990 99.990 99.990 V
#2458353.90554 2018-08-23.4038747 bg 1.62 99.990 99.990 99.990 99.990 99.990 V
#2458353.90681 2018-08-23.4051467 bg 1.59 99.990 99.990 99.990 99.990 99.990 V
2458354.75128 2018-08-24.2495844 bg 1.72 15.094 12.522 0.021 37.603 0.714 V
2458354.75256 2018-08-24.2508517 bg 1.75 14.999 12.475 0.021 39.246 0.776 V
2458354.75382 2018-08-24.2521163 bg 1.74 15.010 12.516 0.022 37.793 0.764 V
2458354.90473 2018-08-24.4030285 bg 1.64 15.019 12.495 0.021 38.527 0.759 V
2458354.90601 2018-08-24.4042954 bg 1.58 15.029 12.402 0.020 41.975 0.754 V
2458354.90727 2018-08-24.4055599 bg 1.63 15.077 12.492 0.020 38.663 0.720 V
2458355.74497 2018-08-25.2432239 bk 1.45 15.815 13.686 0.031 12.184 0.344 g
2458355.74619 2018-08-25.2444437 bk 1.43 15.888 13.623 0.027 12.905 0.322 g
2458355.74741 2018-08-25.2456631 bk 1.48 15.741 13.657 0.032 12.514 0.368 g
2458356.74444 2018-08-26.2426539 bk 1.50 15.510 13.726 0.043 11.740 0.455 g
2458356.74566 2018-08-26.2438736 bk 1.51 15.570 13.698 0.039 12.045 0.431 g
2458356.74688 2018-08-26.2450917 bk 1.55 15.588 13.705 0.039 11.968 0.424 g
2458356.90495 2018-08-26.4031568 bk 1.57 15.910 13.529 0.025 14.072 0.315 g
2458356.90617 2018-08-26.4043754 bk 1.58 15.934 13.588 0.025 13.333 0.309 g
2458356.90739 2018-08-26.4055927 bk 1.62 15.878 13.627 0.028 12.864 0.325 g
2458358.76428 2018-08-28.2624077 bg 1.50 14.987 12.477 0.022 39.199 0.784 V
2458358.76553 2018-08-28.2636689 bg 1.45 15.004 12.504 0.022 38.218 0.772 V
2458358.76679 2018-08-28.2649317 bg 1.47 14.952 12.593 0.025 35.237 0.809 V
2458359.87399 2018-08-29.3720711 bk 1.49 15.828 13.563 0.027 13.645 0.340 g
2458359.87521 2018-08-29.3732908 bk 1.49 15.871 13.601 0.027 13.170 0.327 g
2458359.87642 2018-08-29.3745105 bk 1.47 15.908 13.554 0.025 13.752 0.316 g
2458360.79806 2018-08-30.2961157 bk 1.43 15.859 13.629 0.028 12.835 0.330 g
2458360.79928 2018-08-30.2973356 bk 1.41 15.951 13.629 0.026 12.843 0.303 g
2458360.80050 2018-08-30.2985518 bk 1.44 16.090 13.565 0.022 13.609 0.267 g
2458363.89270 2018-09-02.3906262 bg 1.68 15.127 12.373 0.017 43.129 0.689 V
2458363.89397 2018-09-02.3918915 bg 1.52 15.035 12.460 0.020 39.817 0.747 V
2458363.89524 2018-09-02.3931641 bg 1.57 15.132 12.415 0.018 41.499 0.684 V
2458364.86397 2018-09-03.3618584 bk 1.44 16.069 13.645 0.024 12.650 0.272 g
2458364.86519 2018-09-03.3630780 bk 1.41 16.087 13.647 0.023 12.625 0.268 g
2458364.86642 2018-09-03.3643093 bk 1.43 16.274 13.574 0.018 13.506 0.226 g
2458365.80915 2018-09-04.3070004 bk 1.44 16.180 13.669 0.022 12.365 0.246 g
2458365.81036 2018-09-04.3082130 bk 1.42 16.102 13.645 0.023 12.641 0.264 g
2458365.81157 2018-09-04.3094302 bk 1.43 16.123 13.618 0.022 12.959 0.259 g
2458366.82458 2018-09-05.3223956 bg 1.55 15.025 12.164 0.017 52.268 0.785 V
2458366.82584 2018-09-05.3236627 bg 1.49 15.035 12.151 0.016 52.889 0.777 V
2458367.72525 2018-09-06.2230370 bk 1.60 16.158 13.599 0.021 13.194 0.251 g
2458367.72647 2018-09-06.2242555 bk 1.59 16.095 13.561 0.021 13.669 0.266 g
2458367.72768 2018-09-06.2254740 bk 1.56 16.099 13.560 0.021 13.680 0.265 g
2458368.71873 2018-09-07.2164854 bg 1.53 15.208 12.496 0.018 38.523 0.639 V
2458368.72000 2018-09-07.2177537 bg 1.51 15.127 12.442 0.018 40.491 0.687 V
2458368.72127 2018-09-07.2190179 bg 1.57 15.066 12.446 0.020 40.320 0.726 V
2458369.72701 2018-09-08.2247265 bg 1.65 15.137 12.389 0.017 42.488 0.682 V
2458369.72828 2018-09-08.2259961 bg 1.74 15.047 12.465 0.020 39.644 0.739 V
2458369.72955 2018-09-08.2272711 bg 1.75 15.116 12.423 0.018 41.202 0.696 V
2458370.70511 2018-09-09.2028024 bk 1.43 16.193 13.624 0.021 12.892 0.243 g
2458370.70634 2018-09-09.2040231 bk 1.42 16.084 13.619 0.023 12.961 0.268 g
2458370.70756 2018-09-09.2052405 bk 1.44 16.167 13.606 0.021 13.113 0.249 g
2458371.73931 2018-09-10.2369600 bg 1.48 15.137 12.526 0.020 37.468 0.681 V
2458371.74059 2018-09-10.2382315 bg 1.50 15.239 12.486 0.017 38.837 0.623 V
2458371.74186 2018-09-10.2395021 bg 1.48 15.097 12.461 0.019 39.797 0.707 V
2458372.80670 2018-09-11.3043165 bk 1.41 16.171 13.608 0.021 13.086 0.248 g
2458372.80792 2018-09-11.3055337 bk 1.44 16.145 13.628 0.022 12.856 0.254 g
2458372.80914 2018-09-11.30675 bk 1.43 16.174 13.674 0.022 12.315 0.247 g
#2458373.69662 2018-09-12.1942074 bg 1.46 99.990 99.990 99.990 99.990 99.990 V
2458373.69788 2018-09-12.1954684 bg 1.50 12.210 11.570 0.123 90.319 10.115 V
#2458373.69915 2018-09-12.1967377 bg 1.60 99.990 99.990 99.990 99.990 99.990 V
2458375.69689 2018-09-14.1944188 bk 1.53 16.200 13.565 0.019 13.620 0.241 g
2458375.69811 2018-09-14.1956303 bk 1.53 16.083 13.625 0.023 12.876 0.269 g
2458375.69932 2018-09-14.1968479 bk 1.50 16.195 13.567 0.020 13.584 0.243 g
2458376.89403 2018-09-15.3915277 bk 1.50 16.299 13.551 0.017 13.784 0.221 g
2458376.89525 2018-09-15.3927418 bk 1.54 16.166 13.565 0.020 13.621 0.249 g
2458376.89647 2018-09-15.3939627 bk 1.47 16.154 13.552 0.020 13.779 0.252 g
2458378.68235 2018-09-17.1797914 bk 1.43 15.961 13.666 0.027 12.405 0.301 g
2458378.68357 2018-09-17.1810111 bk 1.41 16.147 13.667 0.022 12.391 0.253 g
2458378.68479 2018-09-17.1822296 bk 1.38 16.159 13.642 0.022 12.678 0.251 g
#2458378.86337 2018-09-17.3608039 bg 1.40 99.990 99.990 99.990 99.990 99.990 V
#2458378.86465 2018-09-17.3620819 bg 1.43 99.990 99.990 99.990 99.990 99.990 V
2458378.86592 2018-09-17.3633512 bg 1.43 12.540 11.550 0.088 92.029 7.424 V
2458379.85517 2018-09-18.3525706 bk 1.56 16.011 13.488 0.022 14.617 0.288 g
2458379.85638 2018-09-18.3537835 bk 1.54 16.165 13.514 0.019 14.276 0.249 g
2458379.85759 2018-09-18.3550009 bk 1.53 16.028 13.520 0.022 14.192 0.283 g
2458380.68893 2018-09-19.1863201 bk 1.54 13.657 12.417 0.070 39.197 2.504 g
2458380.69016 2018-09-19.1875503 bk 1.50 13.975 12.547 0.059 34.755 1.869 g
2458380.69138 2018-09-19.1887616 bk 1.66 13.550 12.172 0.062 49.113 2.763 g
#2458380.86013 2018-09-19.3575048 bg 1.70 99.990 99.990 99.990 99.990 99.990 V
#2458380.86140 2018-09-19.3587807 bg 1.73 99.990 99.990 99.990 99.990 99.990 V
#2458380.86267 2018-09-19.3600472 bg 1.66 99.990 99.990 99.990 99.990 99.990 V
#2458381.80677 2018-09-20.3041224 bk 1.61 99.990 99.990 99.990 99.990 99.990 g
#2458381.80798 2018-09-20.3053398 bk 1.42 99.990 99.990 99.990 99.990 99.990 g
2458382.80779 2018-09-21.3051146 bg 1.40 15.227 12.540 0.018 36.989 0.629 V
2458382.80905 2018-09-21.3063807 bg 1.40 15.134 12.633 0.022 33.957 0.685 V
2458382.81032 2018-09-21.3076598 bg 1.43 15.076 12.488 0.020 38.781 0.721 V
2458383.67159 2018-09-22.1688931 bg 1.44 15.148 12.558 0.020 36.370 0.681 V
2458383.67286 2018-09-22.1701684 bg 1.44 14.988 12.536 0.023 37.111 0.783 V
2458383.67414 2018-09-22.1714445 bg 1.42 14.963 12.539 0.024 37.025 0.801 V
2458383.84930 2018-09-22.3466034 bk 1.44 16.012 13.606 0.024 13.103 0.287 g
2458383.85052 2018-09-22.3478234 bk 1.45 16.026 13.613 0.024 13.026 0.284 g
2458383.85174 2018-09-22.3490416 bk 1.48 15.983 13.558 0.024 13.701 0.295 g
2458384.66808 2018-09-23.1653679 bg 1.47 14.983 12.570 0.024 35.992 0.792 V
2458384.66936 2018-09-23.1666454 bg 1.39 15.040 12.603 0.023 34.883 0.746 V
2458384.67063 2018-09-23.1679201 bg 1.45 15.101 12.592 0.022 35.243 0.706 V
2458384.84264 2018-09-23.3399168 bg 1.43 15.014 12.541 0.023 36.913 0.763 V
2458384.84394 2018-09-23.3412181 bg 1.44 15.132 12.570 0.021 35.966 0.689 V
2458384.84522 2018-09-23.3424931 bg 1.42 14.975 12.572 0.024 35.904 0.792 V
2458385.66675 2018-09-24.1640134 bg 1.46 14.971 12.527 0.023 37.433 0.798 V
2458385.83525 2018-09-24.3325082 bg 1.57 15.083 12.501 0.020 38.327 0.718 V
2458385.83651 2018-09-24.3337715 bg 1.49 15.064 12.503 0.021 38.267 0.732 V
2458385.83777 2018-09-24.3350363 bg 1.53 15.010 12.522 0.022 37.582 0.765 V
2458390.74668 2018-09-29.2438437 bk 1.71 13.804 12.074 0.045 53.760 2.192 g
2458390.74790 2018-09-29.2450541 bk 1.75 13.639 11.893 0.044 63.524 2.551 g
2458390.74912 2018-09-29.2462809 bk 1.79 13.627 11.932 0.046 61.263 2.578 g
2458391.64256 2018-09-30.1396953 bo 1.57 14.917 13.064 0.040 21.600 0.787 g
2458391.64378 2018-09-30.1409184 bo 1.59 14.456 12.816 0.050 27.141 1.222 g
2458391.64499 2018-09-30.1421255 bo 1.63 14.360 12.832 0.054 26.733 1.320 g
2458392.63534 2018-10-01.1324749 bo 1.47 15.663 13.348 0.026 16.631 0.396 g
2458392.63655 2018-10-01.1336799 bo 1.46 15.745 13.305 0.023 17.292 0.372 g
2458392.63775 2018-10-01.1348858 bo 1.45 15.729 13.246 0.022 18.259 0.375 g
2458392.83035 2018-10-01.3274684 bG 1.49 15.959 13.325 0.019 16.980 0.303 g
2458392.83162 2018-10-01.3287358 bG 1.52 15.749 13.326 0.024 16.968 0.368 g
2458392.83288 2018-10-01.3299996 bG 1.50 15.862 13.279 0.020 17.709 0.332 g
2458395.86053 2018-10-04.3576074 bG 1.55 11.649 10.682 0.090 193.698 15.954 g
2458395.86180 2018-10-04.3588709 bG 1.57 11.811 10.711 0.080 188.770 13.782 g
2458395.86307 2018-10-04.3601436 bG 1.64 11.932 10.614 0.066 206.326 12.377 g
#2458396.61912 2018-10-05.1161763 bo 1.45 99.990 99.990 99.990 99.990 99.990 g
2458396.62032 2018-10-05.1173844 bo 1.45 15.963 13.269 0.018 17.881 0.302 g
#2458396.62155 2018-10-05.1186105 bo 1.46 99.990 99.990 99.990 99.990 99.990 g
2458396.87386 2018-10-05.3709244 bG 1.48 15.873 13.333 0.021 16.854 0.327 g
2458396.87512 2018-10-05.3721862 bG 1.44 15.957 13.285 0.019 17.611 0.303 g
2458397.87629 2018-10-06.3733408 bk 1.43 16.113 13.617 0.022 12.975 0.262 g
2458397.87751 2018-10-06.3745633 bk 1.41 16.015 13.586 0.023 13.346 0.286 g
2458397.87873 2018-10-06.3757807 bk 1.41 16.056 13.628 0.023 12.852 0.276 g
2458398.71312 2018-10-07.2101519 bG 1.45 16.143 13.300 0.016 17.380 0.256 g
2458398.71441 2018-10-07.21145 bG 1.40 16.044 13.326 0.018 16.954 0.280 g
2458399.47419 2018-10-07.9712219 bo 1.43 16.122 13.264 0.016 17.968 0.264 g
2458399.47541 2018-10-07.9724405 bo 1.44 15.912 13.253 0.019 18.158 0.316 g
2458399.47662 2018-10-07.9736452 bo 1.42 15.987 13.272 0.018 17.831 0.295 g
2458401.78895 2018-10-10.2859582 bk 1.41 15.825 13.588 0.028 13.325 0.344 g
2458401.79017 2018-10-10.2871826 bk 1.44 15.416 13.489 0.037 14.609 0.497 g
2458401.79139 2018-10-10.2883965 bk 1.44 15.092 13.406 0.047 15.752 0.670 g
2458402.57696 2018-10-11.0739646 bo 1.71 15.772 13.092 0.019 21.054 0.359 g
2458402.57817 2018-10-11.0751729 bo 1.61 15.942 13.075 0.016 21.389 0.307 g
2458402.57938 2018-10-11.0763785 bo 1.63 15.776 13.088 0.018 21.135 0.358 g
2458403.77897 2018-10-12.2759655 bk 2.20 16.011 13.322 0.018 17.038 0.288 g
2458403.78020 2018-10-12.2771971 bk 2.20 16.121 13.254 0.016 18.139 0.260 g
2458403.78142 2018-10-12.2784153 bk 2.21 15.886 13.295 0.020 17.457 0.322 g
2458406.69913 2018-10-15.1961020 bG 1.42 16.080 13.327 0.017 16.948 0.271 g
2458406.70040 2018-10-15.1973744 bG 1.42 16.093 13.328 0.017 16.936 0.268 g
2458406.70167 2018-10-15.1986445 bG 1.43 16.005 13.303 0.018 17.331 0.290 g
2458407.62904 2018-10-16.1260083 bG 1.49 16.033 13.345 0.018 16.678 0.282 g
2458407.63032 2018-10-16.1273233 bG 1.50 16.062 13.367 0.018 16.344 0.275 g
2458407.63160 2018-10-16.1285714 bG 1.51 15.892 13.330 0.021 16.911 0.321 g
2458407.80400 2018-10-16.3009655 bk 1.60 16.000 13.400 0.020 15.838 0.290 g
2458407.80522 2018-10-16.3021839 bk 1.54 16.168 13.404 0.017 15.793 0.249 g
2458407.80643 2018-10-16.3034012 bk 1.53 16.176 13.434 0.018 15.356 0.247 g
2458408.64798 2018-10-17.1449461 bk 1.69 15.947 13.292 0.019 17.516 0.305 g
2458408.64920 2018-10-17.1461644 bk 1.75 15.972 13.326 0.019 16.966 0.298 g
2458408.65041 2018-10-17.1473841 bk 1.80 15.875 13.309 0.021 17.227 0.326 g
2458409.36601 2018-10-17.8629769 bo 1.44 15.887 13.220 0.019 18.707 0.324 g
2458409.36722 2018-10-17.8641841 bo 1.46 15.781 13.278 0.022 17.721 0.356 g
2458409.36844 2018-10-17.8654012 bo 1.44 15.770 13.281 0.022 17.698 0.360 g
2458409.53671 2018-10-18.0336738 bo 1.45 15.872 13.259 0.020 18.051 0.327 g
2458409.53793 2018-10-18.0348901 bo 1.48 16.013 13.229 0.017 18.558 0.288 g
2458409.53914 2018-10-18.0361033 bo 1.49 16.072 13.250 0.016 18.206 0.273 g
2458409.69337 2018-10-18.1903332 bk 1.52 15.964 13.507 0.023 14.362 0.300 g
2458409.69459 2018-10-18.1915530 bk 1.49 15.994 13.424 0.021 15.491 0.292 g
2458409.69580 2018-10-18.1927689 bk 1.54 15.862 13.445 0.024 15.216 0.330 g
2458410.65735 2018-10-19.1543146 bk 1.40 15.961 13.581 0.025 13.414 0.301 g
2458410.65858 2018-10-19.1555379 bk 1.41 15.913 13.521 0.024 14.187 0.315 g
2458410.65979 2018-10-19.1567553 bk 1.41 15.895 13.551 0.025 13.795 0.319 g
2458410.83860 2018-10-19.3355561 bk 1.41 16.111 13.507 0.020 14.352 0.263 g
2458410.83981 2018-10-19.3367733 bk 1.40 16.221 13.489 0.018 14.597 0.238 g
2458410.84103 2018-10-19.3379927 bk 1.43 16.171 13.481 0.018 14.713 0.249 g
2458411.72670 2018-10-20.2236635 bG 1.50 15.830 13.377 0.023 16.197 0.340 g
2458411.72798 2018-10-20.2249407 bG 1.45 16.070 13.310 0.017 17.218 0.274 g
2458411.72923 2018-10-20.2262009 bG 1.43 15.894 13.343 0.021 16.707 0.321 g
2458412.58742 2018-10-21.0843887 bk 1.52 15.772 13.569 0.029 13.562 0.358 g
2458412.58864 2018-10-21.0856062 bk 1.56 15.814 13.541 0.027 13.926 0.345 g
2458412.58987 2018-10-21.0868363 bk 1.58 15.798 13.553 0.028 13.770 0.350 g
2458412.86690 2018-10-21.3638721 bk 1.43 15.992 13.505 0.022 14.382 0.293 g
2458412.88409 2018-10-21.3810561 bk 1.48 15.609 13.491 0.031 14.583 0.416 g
2458413.58031 2018-10-22.0772712 bG 1.51 15.699 13.376 0.026 16.210 0.384 g
2458413.58158 2018-10-22.0785449 bG 1.52 15.885 13.331 0.021 16.883 0.325 g
2458413.58288 2018-10-22.0798478 bG 1.47 15.668 13.373 0.027 16.255 0.395 g
2458413.59334 2018-10-22.0902997 bo 1.63 15.606 13.222 0.024 18.674 0.419 g
